,Unnamed: 0,start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count,geometry
1748,1748,5082.08,Jefferson St & Cypress Ave,40.70907,-73.92157,0.13306837957062362,0.0637952019474072,279017.2023,43975.2929,10205.0,POINT (-73.92157 40.70907)
1749,1749,5084.03,Division Ave & Marcy Ave,40.707087,-73.957967,0.07552258454942219,0.055567566701899364,234722.9639,61064.9401,9387.0,POINT (-73.957967 40.707087)
1750,1750,5090.06,Harrison Pl & Porter Ave,40.70686,-73.92851,0.08133078566129731,0.03262227346977996,134952.9988,29201.3194,5081.0,POINT (-73.92851 40.70686)
1751,1751,5093.01,Bedford Ave & S 9 St,40.70853,-73.964089,0.06969439659307797,0.0778202171615259,311446.9824,51947.7661,13545.0,POINT (-73.964089 40.70853)
1752,1752,5096.11,Pearl St & Peck Slip,40.708485,-74.002751,0.04007532020876613,0.12872745908202812,567002.7517,20007.5549,22689.0,POINT (-74.002751 40.708485)
1753,1753,5096.12,Peck Slip & South St,40.7075188830923,-74.00108054280281,0.16885074691850926,0.05518321001889754,257347.2513,54952.3914,8714.0,POINT (-74.00108054280281 40.7075188830923)
1754,1754,5099.02,Waterbury St & Stagg St,40.71019,-73.93734,0.07458869633077744,0.07293568431504437,281448.3159,40778.2214,12310.0,POINT (-73.93734000000001 40.71019)
1755,1755,5099.03,White St & Johnson Ave,40.707174,-73.93581,0.036283058546705015,0.023233560744370777,97155.3333,23817.4756,3741.0,POINT (-73.93581 40.707174)
1756,1756,5105.01,Liberty St & Broadway,40.708594203,-74.010186911,0.09248694821701377,0.017119887255372987,67191.601,24018.7783,3444.0,POINT (-74.01018691100001 40.708594203)
1757,1757,5105.09,Liberty St & Nassau St,40.708588,-74.009354,0.1694507085915356,0.18446318183274077,791556.3635,68270.1266,35618.0,POINT (-74.009354 40.708588)
1758,1758,5106.04,Greene Ave & Grandview Ave,40.709697,-73.907856,0.1653901825443459,0.03918836680439448,152798.4514,40952.2924,5727.0,POINT (-73.907856 40.709697)
1759,1759,5108.01,Scholes St & Manhattan Ave,40.708703,-73.944862,0.15317797912917752,0.21174850261042247,781471.7846,80120.5154,36382.0,POINT (-73.944862 40.708703)
1760,1760,5114.06,West Thames St,40.708346,-74.017134,0.27721729684575575,0.3506854360846866,1562826.0534,115439.1188,64445.0,POINT (-74.017134 40.708346)
